employee_id,department,amount,category,merchant,description,receipt_attached,hour_of_day,day_of_week,is_weekend,is_round_number,description_length,is_anomaly,monthly_expense_count,monthly_total_amount,amount_vs_avg_ratio,days_since_last_expense,category_frequency,merchant_frequency
EMP0011,hr,35.7,transportation,Car Rental,Transportation - Car Rental,True,9,2,0,0,36,0,42,10684.59,0.14,3,0.77,0.49
EMP0011,hr,42.35,miscellaneous,Other,Miscellaneous - Other,True,16,1,0,0,14,0,43,10726.94,0.17,6,0.12,0.17
EMP0011,hr,44.75,office_supplies,Amazon,Office Supplies - Amazon,True,9,4,0,0,18,0,44,10771.69,0.18,1,0.77,0.42
EMP0011,hr,451.16,travel,Delta Airlines,Travel - Delta Airlines,True,17,4,0,0,60,0,45,11222.85,1.81,14,0.17,0.54
EMP0011,hr,385.27,training,Udemy,Training - Udemy,True,11,1,0,0,46,0,46,11608.12,1.53,14,0.35,0.59
EMP0011,hr,200.0,travel,United Airlines,Travel - United Airlines,True,12,6,1,1,30,1,47,11808.12,0.8,9,0.47,0.16
EMP0011,hr,464.97,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,13,3,0,0,71,0,48,12273.09,1.82,5,0.35,0.53
EMP0011,hr,212.63,accommodation,Hampton Inn,Accommodation - Hampton Inn,True,14,0,0,0,49,0,49,12485.72,0.83,2,0.78,0.52
EMP0011,hr,929.89,accommodation,Marriott,Accommodation - Marriott,False,18,4,0,0,8,1,50,13415.61,3.47,6,0.3,0.15
EMP0011,hr,1320.05,software,AWS,Software - AWS,False,12,2,0,0,22,1,51,14735.66,4.57,10,0.82,0.16
EMP0011,hr,388.6,travel,American Airlines,Travel - American Airlines,True,10,1,0,0,40,0,52,15124.26,1.34,7,0.89,0.25
EMP0011,hr,28.16,transportation,Lyft,Transportation - Lyft,True,11,2,0,0,80,0,53,15152.42,0.1,11,0.69,0.33
EMP0011,hr,39.38,software,GitHub,Software - GitHub,True,13,1,0,0,50,0,54,15191.8,0.14,1,0.12,0.52
EMP0011,hr,100.63,office_supplies,Best Buy,Office Supplies - Best Buy,True,12,0,0,0,23,0,55,15292.43,0.36,3,0.29,0.06
EMP0011,hr,25.72,meals,Chipotle,Meals - Chipotle,True,15,5,1,0,55,0,56,15318.15,0.09,3,0.37,0.28
EMP0011,hr,74.24,meals,Subway,Meals - Subway,True,7,1,0,0,68,0,57,15392.39,0.27,13,0.56,0.21
EMP0011,hr,70.36,office_supplies,Amazon,Office Supplies - Amazon,False,11,3,0,0,66,0,58,15462.75,0.26,14,0.51,0.42
EMP0011,hr,1548.64,equipment,Lenovo,Equipment - Lenovo,True,11,3,0,0,45,0,59,17011.39,5.37,9,0.41,0.17
EMP0012,marketing,393.13,training,Conference Registration,Training - Conference Registration,True,11,2,0,0,18,0,1,393.13,1.0,25,0.9,0.07
EMP0012,marketing,42.17,meals,Chipotle,Meals - Chipotle,True,16,4,0,0,44,0,2,435.3,0.19,3,0.65,0.27
EMP0012,marketing,25.96,meals,UberEats,Meals - UberEats,True,12,2,0,0,65,0,3,461.26,0.17,1,0.9,0.41
EMP0012,marketing,17.7,software,GitHub,Software - GitHub,True,13,1,0,0,55,0,4,478.96,0.15,2,0.23,0.29
EMP0012,marketing,1081.63,equipment,Dell,Equipment - Dell,True,13,4,0,0,18,0,5,1560.5900000000001,3.47,9,0.41,0.1
EMP0012,marketing,211.04,software,Zoom,Software - Zoom,True,19,4,0,0,56,0,6,1771.63,0.71,14,0.23,0.52
EMP0012,marketing,37.21,transportation,Taxi,Transportation - Taxi,True,10,1,0,0,78,0,7,1808.8400000000001,0.14,9,0.38,0.37
EMP0012,marketing,86.54,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,17,4,0,0,20,0,8,1895.38,0.37,11,0.63,0.16
EMP0012,marketing,140.35,miscellaneous,Other,Miscellaneous - Other,True,13,4,0,0,32,0,9,2035.73,0.62,8,0.59,0.26
EMP0012,marketing,1232.07,client_entertainment,Sports Event,Client Entertainment - Sports Event,False,16,4,0,0,30,1,10,3267.8,3.77,6,0.18,0.59
EMP0012,marketing,136.11,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,12,0,0,0,72,0,11,3403.91,0.44,5,0.69,0.24
EMP0012,marketing,157.16,office_supplies,Amazon,Office Supplies - Amazon,True,12,4,0,0,75,0,12,3561.07,0.53,6,0.25,0.1
EMP0012,marketing,210.39,equipment,Dell,Equipment - Dell,True,10,0,0,0,20,0,13,3771.46,0.73,11,0.67,0.07
EMP0012,marketing,75.1,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,13,1,0,0,28,0,14,3846.56,0.27,12,0.82,0.3
EMP0012,marketing,64.64,transportation,Uber,Transportation - Uber,True,10,1,0,0,69,0,15,3911.2,0.25,8,0.31,0.17
EMP0012,marketing,18.21,transportation,Parking,Transportation - Parking,True,11,5,1,0,79,0,16,3929.41,0.07,7,0.7,0.1
EMP0012,marketing,1498.31,office_supplies,Best Buy,Office Supplies - Best Buy,True,11,4,0,0,14,1,17,5427.72,4.69,4,0.67,0.07
EMP0012,marketing,36.95,meals,Subway,Meals - Subway,True,10,2,0,0,69,0,18,5464.67,0.12,1,0.87,0.5
EMP0012,marketing,39.9,office_supplies,Best Buy,Office Supplies - Best Buy,True,13,6,1,0,69,0,19,5504.57,0.14,12,0.67,0.11
EMP0012,marketing,63.64,office_supplies,Staples,Office Supplies - Staples,True,16,2,0,0,52,0,20,5568.21,0.23,2,0.6,0.26
EMP0012,marketing,84.52,office_supplies,Staples,Office Supplies - Staples,True,13,3,0,0,43,0,21,5652.73,0.31,12,0.34,0.39
EMP0012,marketing,67.45,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,14,2,0,0,55,0,22,5720.18,0.26,6,0.39,0.23
EMP0012,marketing,187.26,accommodation,Marriott,Accommodation - Marriott,True,14,3,0,0,37,0,23,5907.44,0.73,6,0.61,0.32
EMP0012,marketing,1490.66,equipment,Amazon,Equipment - Amazon,True,14,0,0,0,55,0,24,7398.1,4.84,8,0.83,0.09
EMP0012,marketing,34.45,software,AWS,Software - AWS,True,14,3,0,0,29,0,25,7432.55,0.12,13,0.86,0.28
EMP0012,marketing,21.37,meals,Local Restaurant,Meals - Local Restaurant,False,11,4,0,0,19,0,26,7453.92,0.07,9,0.83,0.54
EMP0012,marketing,369.11,training,Workshop,Training - Workshop,True,12,2,0,0,80,0,27,7823.03,1.27,13,0.2,0.52
EMP0012,marketing,207.6,meals,Subway,Meals - Subway,True,18,4,0,0,18,1,28,8030.63,0.72,12,0.37,0.34
EMP0012,marketing,285.46,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,11,1,0,0,56,0,29,8316.09,1.0,11,0.62,0.4
EMP0012,marketing,282.73,software,Zoom,Software - Zoom,True,15,3,0,0,24,0,30,8598.82,0.99,14,0.7,0.2
EMP0012,marketing,106.2,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,11,2,0,0,43,0,31,8705.02,0.38,12,0.77,0.52
EMP0012,marketing,321.34,miscellaneous,Other,Miscellaneous - Other,True,13,0,0,0,11,1,32,9026.36,1.14,11,0.21,0.15
EMP0012,marketing,43.35,office_supplies,Best Buy,Office Supplies - Best Buy,True,14,1,0,0,18,0,33,9069.71,0.16,2,0.63,0.12
EMP0012,marketing,56.83,training,Workshop,Training - Workshop,True,7,1,0,0,10,0,34,9126.54,0.21,8,0.74,0.52
EMP0012,marketing,477.33,training,Conference Registration,Training - Conference Registration,True,14,1,0,0,29,0,35,9603.87,1.74,14,0.74,0.15
EMP0012,marketing,191.86,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,19,0,0,0,58,0,36,9795.73,0.71,2,0.72,0.08
EMP0012,marketing,79.75,transportation,Parking,Transportation - Parking,True,14,1,0,0,27,0,37,9875.48,0.3,10,0.61,0.05
EMP0012,marketing,74.8,transportation,Lyft,Transportation - Lyft,True,11,0,0,0,27,0,38,9950.28,0.29,6,0.47,0.55
EMP0012,marketing,108.81,miscellaneous,Various,Miscellaneous - Various,False,14,5,1,0,30,0,39,10059.09,0.42,7,0.7,0.16
EMP0012,marketing,467.93,travel,JetBlue,Travel - JetBlue,True,8,0,0,0,66,0,40,10527.02,1.78,10,0.37,0.34
EMP0012,marketing,24.07,office_supplies,Staples,Office Supplies - Staples,True,10,1,0,0,72,0,41,10551.09,0.09,7,0.43,0.28
EMP0012,marketing,54.38,transportation,Parking,Transportation - Parking,True,9,0,0,0,32,0,42,10605.47,0.22,5,0.76,0.32
EMP0012,marketing,411.42,training,Conference Registration,Training - Conference Registration,True,9,0,0,0,46,0,43,11016.89,1.61,6,0.39,0.56
EMP0012,marketing,273.58,software,GitHub,Software - GitHub,True,10,3,0,0,14,0,44,11290.47,1.07,2,0.69,0.58
EMP0012,marketing,3289.61,equipment,Lenovo,Equipment - Lenovo,False,10,1,0,0,23,1,45,14580.08,10.15,0,0.2,0.46
EMP0012,marketing,290.98,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,0,6,1,0,24,1,46,14871.06,0.9,2,0.28,0.15
EMP0012,marketing,65.09,office_supplies,Office Depot,Office Supplies - Office Depot,True,15,1,0,0,52,0,47,14936.15,0.2,13,0.75,0.2
EMP0012,marketing,83.53,software,Zoom,Software - Zoom,False,11,5,1,0,25,0,48,15019.68,0.27,1,0.7,0.23
EMP0012,marketing,81.79,office_supplies,Staples,Office Supplies - Staples,True,12,0,0,0,62,0,49,15101.47,0.27,12,0.24,0.45
EMP0012,marketing,222.2,training,Workshop,Training - Workshop,True,14,0,0,0,48,0,50,15323.67,0.73,0,0.54,0.31
EMP0012,marketing,43.97,transportation,Car Rental,Transportation - Car Rental,True,9,4,0,0,22,0,51,15367.64,0.15,11,0.42,0.32
EMP0012,marketing,1024.64,accommodation,Hilton,Accommodation - Hilton,True,12,1,0,0,23,1,52,16392.28,3.25,4,0.11,0.57
EMP0012,marketing,511.81,travel,United Airlines,Travel - United Airlines,True,18,3,0,0,49,0,53,16904.09,1.6,9,0.35,0.28
EMP0012,marketing,243.48,software,Adobe,Software - Adobe,True,13,2,0,0,65,0,54,17147.57,0.77,1,0.49,0.06
EMP0012,marketing,9533.35,equipment,Best Buy,Equipment - Best Buy,True,10,1,0,0,5,1,55,26680.920000000002,19.65,12,0.69,0.35
EMP0012,marketing,418.41,travel,Delta Airlines,Travel - Delta Airlines,True,13,6,1,0,11,0,56,27099.33,0.86,0,0.38,0.45
EMP0012,marketing,151.73,accommodation,Airbnb,Accommodation - Airbnb,True,9,1,0,0,65,0,57,27251.06,0.32,8,0.13,0.23
EMP0012,marketing,273.23,software,Google Cloud,Software - Google Cloud,True,16,3,0,0,77,0,58,27524.29,0.58,7,0.67,0.16
EMP0012,marketing,259.74,client_entertainment,Restaurant,Client Entertainment - Restaurant,False,12,0,0,0,16,0,59,27784.030000000002,0.55,11,0.35,0.56
EMP0012,marketing,457.91,training,Conference Registration,Training - Conference Registration,True,10,6,1,0,70,0,60,28241.940000000002,0.97,14,0.38,0.21
EMP0013,engineering,453.43,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,12,0,0,0,71,0,1,453.43,1.0,16,0.68,0.53
EMP0013,engineering,1407.33,software,Google Cloud,Software - Google Cloud,False,13,3,0,0,30,1,2,1860.76,1.51,0,0.55,0.5
EMP0013,engineering,46.81,meals,Subway,Meals - Subway,True,15,2,0,0,31,0,3,1907.57,0.07,3,0.32,0.1
EMP0013,engineering,160.06,office_supplies,Staples,Office Supplies - Staples,True,12,0,0,0,80,0,4,2067.63,0.31,6,0.39,0.23
EMP0013,engineering,162.0,training,Coursera,Training - Coursera,True,4,5,1,0,29,1,5,2229.63,0.36,10,0.31,0.06
EMP0013,engineering,1141.56,equipment,Apple Store,Equipment - Apple Store,True,13,2,0,0,54,0,6,3371.19,2.03,14,0.68,0.34
EMP0013,engineering,46.64,transportation,Parking,Transportation - Parking,True,11,0,0,0,44,0,7,3417.83,0.1,11,0.89,0.09
EMP0013,engineering,775.85,travel,United Airlines,Travel - United Airlines,True,9,4,0,0,50,0,8,4193.68,1.48,10,0.63,0.47
EMP0013,engineering,66.24,transportation,Parking,Transportation - Parking,False,13,1,0,0,34,0,9,4259.92,0.14,8,0.36,0.51
EMP0013,engineering,130.58,office_supplies,Staples,Office Supplies - Staples,True,16,2,0,0,22,0,10,4390.5,0.3,8,0.24,0.57
EMP0013,engineering,332.52,travel,Delta Airlines,Travel - Delta Airlines,True,15,0,0,0,48,0,11,4723.0199999999995,0.77,12,0.59,0.22
EMP0013,engineering,576.6,travel,JetBlue,Travel - JetBlue,True,9,2,0,0,70,0,12,5299.62,1.31,8,0.11,0.49
EMP0013,engineering,104.78,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,16,1,0,0,48,0,13,5404.4,0.25,1,0.6,0.42
EMP0013,engineering,359.46,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,13,3,0,0,30,0,14,5763.86,0.87,5,0.16,0.12
EMP0013,engineering,549.07,travel,JetBlue,Travel - JetBlue,True,11,4,0,0,67,0,15,6312.93,1.3,12,0.68,0.35
EMP0013,engineering,272.34,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,8,1,0,0,31,0,16,6585.2699999999995,0.66,12,0.42,0.18
EMP0013,engineering,11.59,meals,Chipotle,Meals - Chipotle,True,11,1,0,0,49,0,17,6596.86,0.03,4,0.57,0.2
EMP0013,engineering,319.88,accommodation,Hilton,Accommodation - Hilton,True,16,1,0,0,58,0,18,6916.74,0.83,0,0.72,0.16
EMP0013,engineering,304.97,software,Zoom,Software - Zoom,True,9,3,0,0,16,0,19,7221.71,0.8,13,0.23,0.13
EMP0013,engineering,448.0,training,Coursera,Training - Coursera,True,16,1,0,0,21,0,20,7669.71,1.17,9,0.22,0.46
EMP0013,engineering,35.58,meals,DoorDash,Meals - DoorDash,True,15,3,0,0,62,0,21,7705.29,0.1,14,0.37,0.41
EMP0013,engineering,240.89,accommodation,Airbnb,Accommodation - Airbnb,True,17,1,0,0,69,0,22,7946.18,0.67,8,0.62,0.3
EMP0013,engineering,120.76,office_supplies,Staples,Office Supplies - Staples,True,16,1,0,0,39,0,23,8066.94,0.34,12,0.44,0.55
EMP0013,engineering,387.08,training,Coursera,Training - Coursera,True,16,3,0,0,49,0,24,8454.02,1.1,8,0.26,0.58
EMP0013,engineering,126.95,office_supplies,Staples,Office Supplies - Staples,True,12,0,0,0,44,0,25,8580.97,0.37,6,0.85,0.3
EMP0013,engineering,12.23,transportation,Uber,Transportation - Uber,True,16,1,0,0,21,0,26,8593.2,0.04,8,0.89,0.43
EMP0013,engineering,903.99,accommodation,Marriott,Accommodation - Marriott,False,14,0,0,0,8,1,27,9497.19,2.57,14,0.18,0.32
EMP0013,engineering,266.62,training,Udemy,Training - Udemy,True,13,1,0,0,45,0,28,9763.81,0.76,7,0.46,0.27
EMP0013,engineering,1805.5,equipment,Amazon,Equipment - Amazon,True,13,0,0,0,35,0,29,11569.31,4.53,8,0.46,0.38
EMP0013,engineering,72.98,meals,Subway,Meals - Subway,True,8,1,0,0,21,0,30,11642.289999999999,0.19,10,0.73,0.22
EMP0013,engineering,303.22,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,16,1,0,0,16,0,31,11945.51,0.79,11,0.16,0.34
EMP0013,engineering,39.1,transportation,Uber,Transportation - Uber,True,16,3,0,0,67,0,32,11984.61,0.1,2,0.83,0.14
EMP0013,engineering,33.0,miscellaneous,Various,Miscellaneous - Various,True,7,2,0,0,18,0,33,12017.61,0.09,2,0.34,0.43
EMP0013,engineering,234.44,accommodation,Hilton,Accommodation - Hilton,True,16,2,0,0,31,0,34,12252.05,0.65,3,0.34,0.39
EMP0013,engineering,283.51,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,8,2,0,0,14,1,35,12535.56,0.79,3,0.64,0.08
EMP0013,engineering,183.73,office_supplies,Amazon,Office Supplies - Amazon,True,18,1,0,0,50,0,36,12719.289999999999,0.52,12,0.85,0.39
EMP0013,engineering,179.99,software,Zoom,Software - Zoom,True,14,4,0,0,73,0,37,12899.28,0.52,3,0.15,0.44
EMP0013,engineering,35.77,meals,Subway,Meals - Subway,True,9,1,0,0,21,0,38,12935.05,0.11,13,0.22,0.43
EMP0013,engineering,301.57,training,Workshop,Training - Workshop,False,9,1,0,0,72,0,39,13236.62,0.89,5,0.88,0.49
EMP0013,engineering,25.84,software,Google Cloud,Software - Google Cloud,True,14,4,0,0,44,0,40,13262.46,0.08,7,0.74,0.31
EMP0013,engineering,55.18,transportation,Lyft,Transportation - Lyft,True,9,0,0,0,69,0,41,13317.64,0.17,8,0.16,0.22
EMP0013,engineering,408.55,client_entertainment,Golf Club,Client Entertainment - Golf Club,False,13,0,0,0,67,0,42,13726.19,1.25,14,0.75,0.36
EMP0013,engineering,235.45,accommodation,Holiday Inn,Accommodation - Holiday Inn,True,17,3,0,0,65,0,43,13961.64,0.73,4,0.38,0.22
EMP0013,engineering,155.03,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,18,3,0,0,63,0,44,14116.67,0.48,1,0.52,0.09
EMP0013,engineering,1149.96,software,GitHub,Software - GitHub,False,14,1,0,0,30,1,45,15266.63,3.39,3,0.88,0.56
EMP0014,engineering,297.97,training,Workshop,Training - Workshop,False,10,4,0,0,13,0,1,297.97,1.0,8,0.82,0.55
EMP0014,engineering,210.27,travel,American Airlines,Travel - American Airlines,True,9,0,0,0,46,0,2,508.24,0.83,2,0.15,0.33
EMP0014,engineering,39.79,office_supplies,Best Buy,Office Supplies - Best Buy,True,9,4,0,0,74,0,3,548.0300000000001,0.22,1,0.57,0.11
EMP0014,engineering,22.21,transportation,Parking,Transportation - Parking,True,9,2,0,0,11,0,4,570.24,0.16,4,0.53,0.06
EMP0014,engineering,621.63,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,5,1,0,0,25,1,5,1191.8700000000001,2.61,12,0.24,0.58
EMP0014,engineering,35.88,meals,DoorDash,Meals - DoorDash,True,8,3,0,0,80,0,6,1227.75,0.18,0,0.27,0.29
EMP0014,engineering,139.58,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,10,4,0,0,26,0,7,1367.3300000000002,0.71,10,0.36,0.55
EMP0014,engineering,300.0,travel,United Airlines,Travel - United Airlines,True,14,6,1,1,29,1,8,1667.3300000000002,1.44,2,0.66,0.21
EMP0014,engineering,1290.22,equipment,Amazon,Equipment - Amazon,True,15,1,0,0,63,0,9,2957.55,3.93,2,0.78,0.2
EMP0014,engineering,45.86,software,AWS,Software - AWS,True,13,0,0,0,37,0,10,3003.41,0.15,0,0.1,0.39
EMP0014,engineering,92.03,miscellaneous,Other,Miscellaneous - Other,True,10,2,0,0,47,0,11,3095.44,0.33,11,0.4,0.21
EMP0014,engineering,169.57,office_supplies,Staples,Office Supplies - Staples,True,14,0,0,0,36,0,12,3265.01,0.62,11,0.25,0.46
EMP0014,engineering,140.69,training,Workshop,Training - Workshop,True,15,0,0,0,78,0,13,3405.7000000000003,0.54,9,0.68,0.43
EMP0014,engineering,483.17,client_entertainment,Restaurant,Client Entertainment - Restaurant,False,14,2,0,0,53,0,14,3888.87,1.74,13,0.85,0.34
EMP0014,engineering,571.53,travel,Delta Airlines,Travel - Delta Airlines,True,11,3,0,0,30,0,15,4460.4,1.92,13,0.38,0.38
EMP0014,engineering,62.73,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,9,0,0,0,21,0,16,4523.13,0.22,6,0.31,0.22
EMP0014,engineering,29.89,transportation,Uber,Transportation - Uber,True,15,4,0,0,57,0,17,4553.02,0.11,11,0.25,0.59
EMP0014,engineering,1795.92,training,Workshop,Training - Workshop,False,11,3,0,0,27,1,18,6348.9400000000005,5.09,2,0.14,0.52
EMP0014,engineering,1440.8,equipment,Dell,Equipment - Dell,True,18,6,1,0,50,0,19,7789.74,3.51,10,0.86,0.1
EMP0014,engineering,22.42,transportation,Lyft,Transportation - Lyft,True,10,4,0,0,47,0,20,7812.16,0.06,14,0.61,0.18
EMP0014,engineering,139.1,miscellaneous,Misc Vendor,Miscellaneous - Misc Vendor,True,16,0,0,0,34,0,21,7951.26,0.37,4,0.4,0.42
EMP0014,engineering,326.76,client_entertainment,Golf Club,Client Entertainment - Golf Club,True,14,1,0,0,19,0,22,8278.02,0.87,2,0.42,0.23
EMP0014,engineering,213.13,accommodation,Hilton,Accommodation - Hilton,True,17,3,0,0,16,0,23,8491.15,0.58,7,0.63,0.12
EMP0014,engineering,360.62,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,11,3,0,0,31,0,24,8851.77,0.98,13,0.58,0.29
EMP0014,engineering,144.57,office_supplies,Amazon,Office Supplies - Amazon,True,8,0,0,0,13,0,25,8996.34,0.4,3,0.44,0.54
EMP0014,engineering,99.63,accommodation,Marriott,Accommodation - Marriott,True,15,4,0,0,41,0,26,9095.97,0.28,2,0.17,0.29
EMP0014,engineering,359.08,training,Conference Registration,Training - Conference Registration,False,19,2,0,0,34,0,27,9455.05,1.03,11,0.79,0.39
EMP0014,engineering,44.66,meals,Subway,Meals - Subway,True,17,1,0,0,69,0,28,9499.71,0.13,11,0.68,0.24
EMP0014,engineering,100.38,equipment,Dell,Equipment - Dell,True,3,6,1,0,10,1,29,9600.09,0.3,7,0.6,0.41
EMP0014,engineering,1400.6,software,Zoom,Software - Zoom,False,8,3,0,0,6,1,30,11000.69,3.82,9,0.77,0.39
EMP0014,engineering,472.84,training,Conference Registration,Training - Conference Registration,True,12,2,0,0,32,0,31,11473.53,1.28,11,0.81,0.58
EMP0014,engineering,54.05,transportation,Parking,Transportation - Parking,False,13,4,0,0,63,0,32,11527.58,0.15,7,0.44,0.35
EMP0014,engineering,1214.42,equipment,Lenovo,Equipment - Lenovo,True,18,3,0,0,77,0,33,12742.0,3.15,1,0.2,0.43
EMP0014,engineering,494.93,training,Workshop,Training - Workshop,True,13,3,0,0,55,0,34,13236.93,1.27,5,0.69,0.54
EMP0014,engineering,84.14,accommodation,Hilton,Accommodation - Hilton,True,12,4,0,0,22,0,35,13321.07,0.22,0,0.87,0.6
EMP0014,engineering,294.42,software,Zoom,Software - Zoom,True,8,4,0,0,29,0,36,13615.49,0.78,3,0.3,0.2
EMP0014,engineering,13.27,miscellaneous,Various,Miscellaneous - Various,True,15,2,0,0,41,0,37,13628.76,0.04,0,0.34,0.52
EMP0014,engineering,468.01,training,Conference Registration,Training - Conference Registration,True,18,2,0,0,78,0,38,14096.77,1.26,9,0.16,0.15
EMP0014,engineering,373.32,equipment,Amazon,Equipment - Amazon,True,12,4,0,0,63,0,39,14470.09,1.01,4,0.23,0.08
EMP0014,engineering,123.21,training,Conference Registration,Training - Conference Registration,True,9,3,0,0,21,1,40,14593.3,0.34,2,0.53,0.41
EMP0014,engineering,146.19,miscellaneous,Various,Miscellaneous - Various,True,11,4,0,0,42,0,41,14739.49,0.41,5,0.82,0.43
EMP0014,engineering,190.3,software,Zoom,Software - Zoom,True,11,3,0,0,8,1,42,14929.79,0.54,4,0.41,0.3
EMP0014,engineering,74.84,transportation,Lyft,Transportation - Lyft,True,12,4,0,0,38,0,43,15004.63,0.21,6,0.29,0.26
EMP0014,engineering,35.54,transportation,Uber,Transportation - Uber,True,11,3,0,0,52,0,44,15040.17,0.1,7,0.28,0.1
EMP0014,engineering,44.83,transportation,Uber,Transportation - Uber,False,10,1,0,0,76,0,45,15085.0,0.13,0,0.45,0.18
EMP0014,engineering,389.53,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,16,3,0,0,56,0,46,15474.53,1.16,2,0.51,0.54
EMP0014,engineering,671.72,travel,Southwest,Travel - Southwest,False,9,4,0,0,36,0,47,16146.25,1.96,2,0.7,0.22
EMP0014,engineering,26.41,transportation,Taxi,Transportation - Taxi,True,16,6,1,0,36,0,48,16172.66,0.08,4,0.31,0.18
EMP0014,engineering,96.97,office_supplies,Office Depot,Office Supplies - Office Depot,False,10,0,0,0,54,0,49,16269.63,0.29,7,0.18,0.59
EMP0014,engineering,362.75,client_entertainment,Event Venue,Client Entertainment - Event Venue,True,8,0,0,0,39,0,50,16632.38,1.09,7,0.38,0.53
EMP0014,engineering,1086.91,equipment,Best Buy,Equipment - Best Buy,True,13,0,0,0,59,0,51,17719.29,3.13,12,0.59,0.11
EMP0014,engineering,244.03,training,Workshop,Training - Workshop,True,11,0,0,0,10,0,52,17963.32,0.71,12,0.56,0.57
EMP0014,engineering,174.37,travel,United Airlines,Travel - United Airlines,False,12,3,0,0,22,0,53,18137.69,0.51,5,0.72,0.31
EMP0015,finance,87.51,miscellaneous,Other,Miscellaneous - Other,True,13,1,0,0,20,0,1,87.51,1.0,15,0.86,0.32
EMP0015,finance,475.36,software,Slack,Software - Slack,True,8,4,0,0,51,0,2,562.87,1.69,5,0.64,0.57
EMP0015,finance,50.98,office_supplies,Amazon,Office Supplies - Amazon,True,10,4,0,0,75,0,3,613.85,0.25,12,0.4,0.51
EMP0015,finance,31.35,transportation,Lyft,Transportation - Lyft,True,13,4,0,0,53,0,4,645.2,0.19,12,0.36,0.25
EMP0015,finance,166.35,accommodation,Marriott,Accommodation - Marriott,True,9,3,0,0,71,0,5,811.55,1.02,1,0.67,0.24
EMP0015,finance,66.06,transportation,Car Rental,Transportation - Car Rental,True,9,0,0,0,32,0,6,877.61,0.45,9,0.72,0.48
EMP0015,finance,1346.66,office_supplies,Zoom,Software - Zoom,True,17,3,0,0,29,1,7,2224.27,4.24,11,0.18,0.48
EMP0015,finance,13.14,meals,DoorDash,Meals - DoorDash,True,12,1,0,0,39,0,8,2237.4100000000003,0.05,9,0.77,0.14
EMP0015,finance,319.33,software,Adobe,Software - Adobe,True,12,1,0,0,32,0,9,2556.7400000000002,1.12,2,0.83,0.43
EMP0015,finance,290.94,training,Workshop,Training - Workshop,True,11,1,0,0,42,0,10,2847.6800000000003,1.02,13,0.25,0.45
EMP0015,finance,234.67,accommodation,Hilton,Accommodation - Hilton,True,14,0,0,0,75,0,11,3082.35,0.84,9,0.61,0.52
EMP0015,finance,472.98,software,Slack,Software - Slack,True,11,4,0,0,70,0,12,3555.33,1.6,9,0.66,0.45
EMP0015,finance,454.94,client_entertainment,Restaurant,Client Entertainment - Restaurant,True,9,1,0,0,32,0,13,4010.27,1.47,4,0.63,0.37
EMP0015,finance,573.87,miscellaneous,Various,Miscellaneous - Various,False,12,2,0,0,5,1,14,4584.14,1.75,2,0.83,0.54
EMP0015,finance,663.38,travel,United Airlines,Travel - United Airlines,False,17,2,0,0,52,0,15,5247.52,1.9,13,0.38,0.36
EMP0015,finance,161.4,office_supplies,Office Depot,Office Supplies - Office Depot,True,14,2,0,0,78,0,16,5408.92,0.48,9,0.84,0.49
EMP0015,finance,90.92,accommodation,Marriott,Accommodation - Marriott,True,9,2,0,0,38,0,17,5499.84,0.28,13,0.43,0.2
EMP0015,finance,279.44,client_entertainment,Sports Event,Client Entertainment - Sports Event,True,12,4,0,0,47,0,18,5779.28,0.87,10,0.33,0.54
EMP0015,finance,27.9,miscellaneous,Various,Miscellaneous - Various,True,11,3,0,0,36,0,19,5807.18,0.09,5,0.13,0.27
EMP0015,finance,262.29,equipment,Best Buy,Equipment - Best Buy,True,9,2,0,0,59,0,20,6069.47,0.86,3,0.86,0.55
EMP0015,finance,1471.09,equipment,Lenovo,Equipment - Lenovo,True,15,4,0,0,54,0,21,7540.56,4.1,14,0.34,0.28
EMP0015,finance,72.06,meals,Chipotle,Meals - Chipotle,False,13,1,0,0,80,0,22,7612.62,0.21,3,0.78,0.11
EMP0015,finance,110.46,miscellaneous,Various,Miscellaneous - Various,True,13,2,0,0,71,0,23,7723.08,0.33,4,0.35,0.3
EMP0015,finance,15.23,meals,UberEats,Meals - UberEats,True,8,4,0,0,21,0,24,7738.31,0.05,6,0.23,0.41
